Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
379,1187,Undirected,6348,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,2.0,Nortriptyline,Amisulpride,0.001275681482476165
379,1207,Undirected,6349,5-hydroxytryptamine receptor 2C***,,1.0,Nortriptyline,Agomelatine,0.005777494293003894
379,1225,Undirected,6350,Sodium-dependent serotonin transporter***,,1.0,Nortriptyline,Vilazodone,0.0015073183832415738
379,1229,Undirected,6351,Histamine H1 receptor***,,1.0,Nortriptyline,Mepyramine,0.0014871760440445818
379,1235,Undirected,6352,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Nortriptyline,Desvenlafaxine,0.0016449577010876862
379,1236,Undirected,6353,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Nortriptyline,Dexmethylphenidate,0.0016449577010876862
379,1261,Undirected,6354,Histamine H1 receptor***,,1.0,Nortriptyline,Alcaftadine,0.0014871760440445818
379,1298,Undirected,6355,Histamine H1 receptor***,,1.0,Nortriptyline,Antazoline,0.0014871760440445818
379,1299,Undirected,6356,Histamine H1 receptor***,,1.0,Nortriptyline,Dimetindene,0.0016113871357593661
379,1302,Undirected,6357,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,3.0,Nortriptyline,Lurasidone,0.0011178998254330603
379,1361,Undirected,6358,Histamine H1 receptor***,,1.0,Nortriptyline,Chlorcyclizine,0.0014871760440445818
379,1369,Undirected,6359,Alpha-1A adrenergic receptor***,,1.0,Nortriptyline,Indoramin,0.0017993823015979588
379,1381,Undirected,6360,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***Sodium-dependent serotonin transporter***,,3.0,Nortriptyline,Butriptyline,7.351953806902108E-4
379,1410,Undirected,6361,Sodium-dependent serotonin transporter***,,1.0,Nortriptyline,Vortioxetine,0.0014737478179132537
379,1452,Undirected,6362,5-hydroxytryptamine receptor 2A***Alpha-1B adrenergic receptor***,,2.0,Nortriptyline,Brexpiprazole,0.0014166778568551095
379,1477,Undirected,6363,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-2 adrenergic receptors***Sodium-dependent noradrenaline transporter***Histamine H1 receptor***Sodium-dependent serotonin transporter***,,6.0,Nortriptyline,Dosulepin,9.231905465288035E-4
379,1479,Undirected,6364,Sodium-dependent noradrenaline transporter***,,1.0,Nortriptyline,Viloxazine,0.0017825970189337989
379,1489,Undirected,6365,5-hydroxytryptamine receptor 2A***Sodium-dependent noradrenaline transporter***Dopamine D2 receptor***Sodium-dependent serotonin transporter***,,4.0,Nortriptyline,Zotepine,7.419094937558749E-4
379,1554,Undirected,6366,Histamine H1 receptor***,,1.0,Nortriptyline,Acrivastine,0.0014871760440445818
379,1591,Undirected,6367,Histamine H1 receptor***,,1.0,Nortriptyline,Thonzylamine,0.0016651000402846785
379,1609,Undirected,6368,Histamine H1 receptor***,,1.0,Nortriptyline,Bilastine,0.0014871760440445818
379,1618,Undirected,6369,Histamine H1 receptor***,,1.0,Nortriptyline,Rupatadine,0.0014871760440445818
379,1685,Undirected,6370,Alpha-1A adrenergic receptor***,,1.0,Nortriptyline,Propiverine,0.003199274875788908
379,1783,Undirected,6371,Beta adrenergic receptor***,,1.0,Nortriptyline,Dihydroergocristine,0.0029307103531623475
403,417,Undirected,6911,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Lisuride,0.0011749697864912045
403,424,Undirected,6912,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Labetalol,7.956223982811871E-4
403,436,Undirected,6913,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Bisoprolol,9.466899422586276E-4
403,465,Undirected,6914,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Trazodone,0.001557674231234054
403,494,Undirected,6915,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Ergotamine,0.002094803276487176
403,509,Undirected,6916,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Apomorphine,0.0016550288706861825
403,519,Undirected,6917,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Trimipramine,0.0022156573116691287
403,524,Undirected,6918,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Risperidone,0.0016516718141533504
403,609,Undirected,6919,Beta-1 adrenergic receptor***,,1.0,Propranolol,Terbutaline,0.0017255270578756547
403,632,Undirected,6920,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Ondansetron,0.0027561434134550826
403,642,Undirected,6921,5-hydroxytryptamine receptor 1B***,,1.0,Propranolol,Almotriptan,0.002833355713710219
403,670,Undirected,6922,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Naratriptan,0.0011783268430240366
403,671,Undirected,6923,5-hydroxytryptamine receptor 1B***,,1.0,Propranolol,Rizatriptan,0.002833355713710219
403,675,Undirected,6924,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Pindolol,0.0011078286558345643
403,702,Undirected,6925,5-hydroxytryptamine receptor 1B***,,1.0,Propranolol,Frovatriptan,0.002833355713710219
403,802,Undirected,6926,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Carvedilol,7.586947764200349E-4
403,812,Undirected,6927,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Nefazodone,0.001809453471196455
403,814,Undirected,6928,Beta-2 adrenergic receptor***,,1.0,Propranolol,Desipramine,0.0029307103531623475
403,833,Undirected,6929,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Escitalopram,0.00213508795488116
403,839,Undirected,6930,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Propafenone,0.0029911373707533235
403,843,Undirected,6931,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Pergolide,0.002064589767691688
403,854,Undirected,6932,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Bromocriptine,0.001329394387001477
403,857,Undirected,6933,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Nadolol,7.82194172149859E-4
403,863,Undirected,6934,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Levobunolol,7.82194172149859E-4
403,867,Undirected,6935,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Metipranolol,7.82194172149859E-4
403,875,Undirected,6936,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Quetiapine,0.0016718141533503424
403,886,Undirected,6937,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Aripiprazole,0.0015912447965623741
403,908,Undirected,6938,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Paliperidone,0.0015509601181683899
403,927,Undirected,6939,Beta-1 adrenergic receptor***,,1.0,Propranolol,Practolol,0.0012689673694105009
403,955,Undirected,6940,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,4.0,Propranolol,Penbutolol,1.9135222237142473E-4
403,963,Undirected,6941,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Yohimbine,9.097623203974755E-4
403,997,Undirected,6942,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Oxprenolol,7.116959849603867E-4
403,1025,Undirected,6943,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Alverine,8.493353028064993E-4
403,1026,Undirected,6944,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Molindone,0.0019303075063784073
403,1029,Undirected,6945,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Pipotiazine,0.001010474016382436
403,1085,Undirected,6946,Beta-1 adrenergic receptor***,,1.0,Propranolol,Celiprolol,8.392641332080033E-4
403,1087,Undirected,6947,Beta-1 adrenergic receptor***,,1.0,Propranolol,Dronedarone,0.004041896065529744
403,1088,Undirected,6948,Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,2.0,Propranolol,Nebivolol,6.512689673694105E-4
403,1098,Undirected,6949,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Flibanserin,7.217671545588827E-4
403,1105,Undirected,6950,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Iloperidone,0.0013696790653954613
403,1106,Undirected,6951,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Lofexidine,0.002598361756411978
403,1119,Undirected,6952,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Rotigotine,5.0020142339197E-4
403,1140,Undirected,6953,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Cariprazine,0.0011447562776957165
403,1151,Undirected,6954,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Pizotifen,0.0017523835101383107
403,1171,Undirected,6955,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***Beta-2 adrenergic receptor***Beta-1 adrenergic receptor***,,4.0,Propranolol,Asenapine,0.0013763931784611253
403,1225,Undirected,6956,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Vilazodone,0.0012689673694105009
403,1302,Undirected,6957,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Lurasidone,9.131193769303075E-4
403,1410,Undirected,6958,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Propranolol,Vortioxetine,0.0012387538606150128
403,1452,Undirected,6959,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Brexpiprazole,6.982677588290586E-4
403,1477,Undirected,6960,5-hydroxytryptamine receptor 1A***,,1.0,Propranolol,Dosulepin,0.002024305089297704
406,411,Undirected,7045,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Mazindol,3.222774271518732E-4
406,417,Undirected,7046,5-hydroxytryptamine receptor 2C***,,1.0,Fenfluramine,Lisuride,0.00105075869477642
406,465,Undirected,7047,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fenfluramine,Trazodone,0.0011246139384987243
406,469,Undirected,7048,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Verapamil,0.0024808647777628573
406,494,Undirected,7049,5-hydroxytryptamine receptor 2C***,,1.0,Fenfluramine,Ergotamine,8.392641332080033E-4
406,509,Undirected,7050,5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 2B***,,2.0,Fenfluramine,Apomorphine,8.258359070766752E-4
406,510,Undirected,7051,Sodium-dependent serotonin transporter***5-hydroxytryptamine receptor 2B***,,2.0,Fenfluramine,Paroxetine,0.0014233919699207735
406,519,Undirected,7052,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Trimipramine,0.0016617429837518464
406,568,Undirected,7053,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Minaprine,0.0012219685779508527
406,600,Undirected,7054,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Pseudoephedrine,0.0034644823418826373
406,695,Undirected,7055,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Dopamine,4.699879145964818E-4
406,779,Undirected,7056,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Sertraline,3.222774271518732E-4
406,780,Undirected,7057,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Sibutramine,3.222774271518732E-4
406,812,Undirected,7058,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Nefazodone,0.0014636766483147577
406,814,Undirected,7059,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Desipramine,0.0017758829058681347
406,833,Undirected,7060,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Escitalopram,0.0017893111319994628
406,843,Undirected,7061,5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 2B***,,2.0,Fenfluramine,Pergolide,8.392641332080033E-4
406,846,Undirected,7062,5-hydroxytryptamine receptor 2C***Sodium-dependent serotonin transporter***,,2.0,Fenfluramine,Dexfenfluramine,2.6856452262656103E-5
406,854,Undirected,7063,5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 2B***,,2.0,Fenfluramine,Bromocriptine,0.0011145427689002283
406,886,Undirected,7064,5-hydroxytryptamine receptor 2B***,,1.0,Fenfluramine,Aripiprazole,0.0019068081106485832
406,890,Undirected,7065,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Clomipramine,9.399758291929637E-4
406,1095,Undirected,7066,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Milnacipran,0.0011212568819658924
406,1106,Undirected,7067,5-hydroxytryptamine receptor 2C***,,1.0,Fenfluramine,Lofexidine,8.023365113468511E-4
406,1146,Undirected,7068,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Mianserin,0.001577816570431046
406,1163,Undirected,7069,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Tapentadol,5.10272592990466E-4
406,1225,Undirected,7070,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Vilazodone,1.9135222237142473E-4
406,1235,Undirected,7071,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Desvenlafaxine,3.222774271518732E-4
406,1236,Undirected,7072,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Dexmethylphenidate,3.222774271518732E-4
406,1381,Undirected,7073,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Butriptyline,9.231905465288035E-4
406,1410,Undirected,7074,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Vortioxetine,6.881965892305626E-4
406,1477,Undirected,7075,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Dosulepin,0.0014636766483147577
406,1489,Undirected,7076,Sodium-dependent serotonin transporter***,,1.0,Fenfluramine,Zotepine,9.030482073318115E-4
411,465,Undirected,7111,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Trazodone,0.0014368201960521015
411,469,Undirected,7112,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Verapamil,0.004548811601987377
411,510,Undirected,7113,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Paroxetine,0.0018799516583859273
411,515,Undirected,7114,Sodium-dependent dopamine transporter***,,1.0,Mazindol,Procaine,0.007281455619712636
411,519,Undirected,7115,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Trimipramine,0.0014905331005774136
411,530,Undirected,7116,Sodium-dependent dopamine transporter***,,1.0,Mazindol,Modafinil,5.404861017859541E-4
411,568,Undirected,7117,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Minaprine,0.0021955149724721366
411,600,Undirected,7118,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Pseudoephedrine,0.0022693702161944405
411,656,Undirected,7119,Sodium-dependent noradrenaline transporter***,,1.0,Mazindol,Maprotiline,0.0014267490264536055
411,657,Undirected,7120,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Mazindol,Diethylpropion,2.450651268967369E-4
411,695,Undirected,7121,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Dopamine,7.98979454814019E-4
411,779,Undirected,7122,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Sertraline,6.714113065664026E-6
411,780,Undirected,7123,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Sibutramine,6.714113065664026E-6
411,812,Undirected,7124,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Nefazodone,0.0011178998254330603
411,814,Undirected,7125,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Desipramine,0.0019403786759769036
411,818,Undirected,7126,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Mazindol,Bupropion,2.853498052907211E-4
411,822,Undirected,7127,Sodium-dependent dopamine transporter***,,1.0,Mazindol,Chloroprocaine,5.404861017859541E-4
411,831,Undirected,7128,Sodium-dependent noradrenaline transporter***,,1.0,Mazindol,Orphenadrine,9.366187726601316E-4
411,833,Undirected,7129,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Escitalopram,0.0014636766483147577
411,846,Undirected,7130,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Dexfenfluramine,3.0213508795488115E-4
411,890,Undirected,7131,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Clomipramine,9.735463945212837E-4
411,1095,Undirected,7132,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Milnacipran,9.634752249227877E-4
411,1146,Undirected,7133,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Mianserin,0.0014905331005774136
411,1163,Undirected,7134,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Tapentadol,4.431314623338257E-4
411,1200,Undirected,7135,Sodium-dependent dopamine transporter***,,1.0,Mazindol,Armodafinil,5.136296495232979E-4
411,1225,Undirected,7136,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Vilazodone,4.934873103263059E-4
411,1235,Undirected,7137,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Desvenlafaxine,6.714113065664026E-6
411,1236,Undirected,7138,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Mazindol,Dexmethylphenidate,6.714113065664026E-6
411,1381,Undirected,7139,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Butriptyline,0.001010474016382436
411,1410,Undirected,7140,Sodium-dependent serotonin transporter***,,1.0,Mazindol,Vortioxetine,7.586947764200349E-4
411,1477,Undirected,7141,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Dosulepin,0.0014368201960521015
411,1479,Undirected,7142,Sodium-dependent noradrenaline transporter***,,1.0,Mazindol,Viloxazine,4.397744058009937E-4
411,1489,Undirected,7143,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Mazindol,Zotepine,9.231905465288035E-4
407,417,Undirected,7077,Alpha-2A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***,,3.0,Clonidine,Lisuride,0.00156774540083255
407,434,Undirected,7078,Alpha-1A adrenergic receptor***,,1.0,Clonidine,Metaraminol,0.0010071169598496038
407,448,Undirected,7079,Alpha-2A adrenergic receptor***,,1.0,Clonidine,Dexmedetomidine,3.7599033167718543E-4
407,494,Undirected,7080,Alpha-2A adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Clonidine,Ergotamine,0.0012891097086074929
407,509,Undirected,7081,Alpha-2A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***,,3.0,Clonidine,Apomorphine,0.0012689673694105009
407,517,Undirected,7082,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Clonidine,Methoxamine,4.968443668591379E-4
407,519,Undirected,7083,Alpha-2B adrenergic receptor***,,1.0,Clonidine,Trimipramine,0.002803142204914731
407,530,Undirected,7084,Alpha-1B adrenergic receptor***,,1.0,Clonidine,Modafinil,9.164764334631396E-4
407,534,Undirected,7085,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Clonidine,Epinastine,0.0020142339196992077
407,600,Undirected,7086,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Clonidine,Pseudoephedrine,0.0037934738821001745
407,679,Undirected,7087,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-2B adrenergic receptor***,,3.0,Clonidine,Apraclonidine,1.7456693970726466E-4
407,717,Undirected,7088,Alpha-2A adrenergic receptor***,,1.0,Clonidine,Guanfacine,3.7599033167718543E-4
407,812,Undirected,7089,Alpha-1B adrenergic receptor***,,1.0,Clonidine,Nefazodone,0.005310863434940244
407,843,Undirected,7090,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-1D adrenergic receptor***,,3.0,Clonidine,Pergolide,0.0014133208003222774
407,854,Undirected,7091,Alpha-2A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-1D adrenergic receptor***,,4.0,Clonidine,Bromocriptine,0.0016214583053578621
407,898,Undirected,7092,Alpha-1A adrenergic receptor***,,1.0,Clonidine,Ergometrine,6.311266281724185E-4
407,908,Undirected,7093,Alpha-2C adrenergic receptor***,,1.0,Clonidine,Paliperidone,0.007009534040553243
407,996,Undirected,7094,Alpha-2A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***,,3.0,Clonidine,Metamfetamine,0.002172015576742312
407,1106,Undirected,7095,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Clonidine,Lofexidine,8.224788505438431E-4
407,1178,Undirected,7096,Alpha-2A adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-1D adrenergic receptor***,,6.0,Clonidine,Droxidopa,2.4842218342956894E-4
407,1230,Undirected,7097,Alpha-2A adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-1D adrenergic receptor***,,6.0,Clonidine,Xylometazoline,6.714113065664026E-6
407,1241,Undirected,7098,Alpha-1A adrenergic receptor***,,1.0,Clonidine,Isometheptene,4.0620384047267355E-4
407,1493,Undirected,7099,Alpha-2A adrenergic receptor***,,1.0,Clonidine,Moxonidine,3.7599033167718543E-4
417,428,Undirected,7201,5-hydroxytryptamine receptor 2A***,,1.0,Lisuride,Cisapride,0.003044850275278636
417,444,Undirected,7202,Dopamine D1 receptor***,,1.0,Lisuride,Fluphenazine,0.002893782731301195
417,448,Undirected,7203,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Dexmedetomidine,0.006173626963878072
417,465,Undirected,7204,Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2C***,,2.0,Lisuride,Trazodone,9.299046595944675E-4
417,481,Undirected,7205,Dopamine D1 receptor***,,1.0,Lisuride,Thioridazine,0.0017255270578756547
417,492,Undirected,7206,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Phentolamine,0.0011078286558345643
417,494,Undirected,7207,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 1B***,,7.0,Lisuride,Ergotamine,4.498455753994897E-4
417,509,Undirected,7208,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D3 receptor***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Alpha-2A adrenergic receptor***Dopamine D4 receptor***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 1B***,,11.0,Lisuride,Apomorphine,3.088492010205452E-4
417,510,Undirected,7209,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,2.0,Lisuride,Paroxetine,0.0019571639586410637
417,519,Undirected,7210,5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Dopamine D2 receptor***,,3.0,Lisuride,Trimipramine,0.0011716127299583724
417,524,Undirected,7211,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D1 receptor***,,3.0,Lisuride,Risperidone,0.001275681482476165
417,534,Undirected,7212,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Epinastine,0.001020545185980932
417,562,Undirected,7213,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Tolazoline,0.002373438968712233
417,563,Undirected,7214,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Fenoldopam,9.164764334631396E-4
417,568,Undirected,7215,5-hydroxytryptamine receptor 2B***Dopamine D2 receptor***,,2.0,Lisuride,Minaprine,0.0029844232576876593
417,598,Undirected,7216,Dopamine D1 receptor***,,1.0,Lisuride,Perphenazine,0.001849738149590439
417,600,Undirected,7217,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Pseudoephedrine,0.022042433194574995
417,612,Undirected,7218,Dopamine D1 receptor***,,1.0,Lisuride,Flupentixol,0.002094803276487176
417,632,Undirected,7219,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Lisuride,Ondansetron,0.003914327917282127
417,642,Undirected,7220,5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1B***,,2.0,Lisuride,Almotriptan,0.0045185980931918895
417,648,Undirected,7221,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Phenoxybenzamine,0.0030079226534174834
417,670,Undirected,7222,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1B***,,3.0,Lisuride,Naratriptan,0.0016751712098831745
417,671,Undirected,7223,5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1B***,,2.0,Lisuride,Rizatriptan,0.0045185980931918895
417,675,Undirected,7224,5-hydroxytryptamine receptor 1B***,,1.0,Lisuride,Pindolol,0.001826238753860615
417,679,Undirected,7225,Alpha-2B adrenergic receptor***Alpha-2A adrenergic receptor***,,2.0,Lisuride,Apraclonidine,0.0017255270578756547
417,695,Undirected,7226,Dopamine D3 receptor***Dopamine D2 receptor***Dopamine D4 receptor***,,3.0,Lisuride,Dopamine,7.78837115617027E-4
417,702,Undirected,7227,5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1B***,,2.0,Lisuride,Frovatriptan,0.0045185980931918895
417,717,Undirected,7228,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Guanfacine,0.002041090371961864
417,761,Undirected,7229,5-hydroxytryptamine receptor 2B***,,1.0,Lisuride,Tegaserod,0.0011514703907613804
417,802,Undirected,7230,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Carvedilol,0.001859809319188935
417,812,Undirected,7231,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Nefazodone,0.0014166778568551095
417,843,Undirected,7232,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Dopamine D3 receptor***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Dopamine D4 receptor***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 1B***,,8.0,Lisuride,Pergolide,5.539143279172822E-4
417,846,Undirected,7233,5-hydroxytryptamine receptor 2C***,,1.0,Lisuride,Dexfenfluramine,0.001037330468645092
