DB00001,Lepirudin
DB11386,Chlorobutanol
DB11421,Imidacloprid
DB11460,Squalene
DB11482,Balsam of Peru
DB11491,Sarafloxacin
DB11558,Toluene
DB11560,Lesinurad
DB11563,Sebelipase alfa
DB11569,Ixekizumab
DB11570,Padimate O
DB11571,Human Thrombin
DB11572,Thrombin Alfa
DB11573,Aluminum chlorohydrate
DB11574,Elbasvir
DB11575,Grazoprevir
DB11577,Indigotindisulfonic Acid
DB11579,Light Mineral Oil
DB11581,Venetoclax
DB11582,Thiocolchicoside
DB11583,Cetalkonium
DB11586,Asunaprevir
DB11588,Carbon monoxide
DB11589,Neon
DB11590,Thimerosal
DB11591,Bilastine
DB11595,Atezolizumab
DB11596,Levoleucovorin
DB11597,Human Rho(D) immune globulin
DB11598,Antithrombin III human
DB11599,"Starch, corn"
DB11600,Beeswax
DB11601,Tuberculin Purified Protein Derivative
DB11602,Hydroxyethyl cellulose
DB11603,Human rabies virus immune globulin
DB11604,Tetanus Immune Globulin
DB11605,Myrrh
DB11606,Susoctocog alfa
DB11607,Efmoroctocog alfa
DB11608,Eftrenonacog alfa
DB11609,Normethadone
DB11610,Oxilofrine
DB11611,Lifitegrast
DB11613,Velpatasvir
DB11614,Rupatadine
DB11619,Gestrinone
DB11621,Human Varicella-Zoster Immune Globulin
DB11627,Hepatitis B Vaccine (Recombinant)
DB11635,Tocofersolan
DB11644,Tafamidis
DB11691,Naldemedine
DB11699,Tropisetron
DB11714,Durvalumab
DB11730,Ribociclib
DB11737,Icotinib
DB11776,Brodalumab
DB11793,Niraparib
DB11828,Neratinib
DB11834,Guselkumab
DB11915,Valbenazine
DB11921,Deflazacort
DB11943,Delafloxacin
DB11945,Avelumab
DB11988,Ocrelizumab
DB11989,Benznidazole
DB11994,Diacerein
DB12026,Voxilaprevir
DB12095,Telotristat
DB12159,Dupilumab
DB12161,Deutetrabenazine
DB12243,Edaravone
DB12332,Rucaparib
DB12483,Copanlisib
DB12598,Nafamostat
DB12834,Secnidazole
DB13025,Tiapride
DB13092,Meclocycline
DB13139,Levosalbutamol
DB13140,Bezlotoxumab
DB13142,Calcium glubionate
DB13144,Lenograstim
DB13145,Nedaplatin
DB13146,Fluciclovine
DB13147,Pancrelipase lipase
DB13148,Coagulation factor X human
DB13149,Protein S human
DB13150,Coagulation factor VII human
DB13151,Anti-inhibitor coagulant complex
DB13152,Coagulation Factor IX Human
DB13154,Parachlorophenol
DB13155,Esculin
DB13156,Inosine pranobex
DB13158,Clobetasone
DB13161,Nusinersen
DB13164,Olmutinib
DB13165,Ripasudil
DB13167,Alclofenac
DB13170,Plecanatide
DB13173,Cerliponase alfa
DB13179,Troleandomycin
DB13180,Gluconic Acid
DB13191,Phosphocreatine
DB13192,Antihemophilic factor human
DB13231,Calcium lactate
DB13518,Alginic acid
DB13872,Lormetazepam
DB13873,Fenofibric acid
DB13874,Enasidenib
DB13878,Pibrentasvir
DB13879,Glecaprevir
DB13881,Tisagenlecleucel
DB13884,Albutrepenonacog Alfa
DB13904,Cat dander extract
